wsjx	tuanvuuuuuuu	zllĐoànDựllz	100	100	2023-09-15 00:02:13	2023-10-26 03:37:40	3555327	33421	20230906	3500	2413950	0	714770	0	Đoàn Thị	 Khí Đoàn	0	0	0	20	2	0	1	0	1	160	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	6	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	tuanvuuuuu	zllCLllz	100	100	2023-09-25 01:18:09	2023-10-27 03:19:04	2772055	32123	20230906	500	2146001	0	474570	0	 Côn Lôn	 Kiếm Côn	0	0	0	0	2	0	1	0	1	160	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	kimdung	qưddadw	100	100	2023-09-26 10:28:04	2023-10-28 22:19:30	2807486	16711	20230926	0	0	0	0	0	 Ngũ Độc	 Đao Độc	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	kimdungg	dădsax	100	100	2023-09-26 10:28:04	2023-10-28 22:20:01	2807517	16633	20230926	0	0	0	0	0	 Ngũ Độc	 Đao Độc	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	becoca	wadasdw	100	100	2023-09-27 05:55:21	2023-10-28 22:21:02	2737541	18484	20230926	0	7000	0	7000	0	 Ngũ Độc	 Đao Độc	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	tuanvuuuuuu	zllNgáollz	100	100	2023-09-25 01:17:02	2023-11-02 08:17:34	3308432	5511	20230905	3000	441630	0	290000	0	 Ngũ Độc	 Đao Độc	0	0	0	0	2	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	zlinhc	xHỏa	90	90	2023-11-29 16:24:39	2024-01-04 13:45:35	3100856	64553	20231125	6000	6107610	746	879950	0	 Võ Đang	 Khí Võ	0	0	0	160	3	0	1	0	1	360	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	thuyhoangvip	ThầnTăng	90	90	2023-12-07 20:54:12	2024-01-09 21:03:44	2851772	61414	20231129	0	15735319	0	6013360	0	 Thiếu Lâm	 Đao Thiếu	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	133	2	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	anhcongbumqq	baodat	90	90	2023-12-11 08:05:34	2024-01-15 20:51:48	3069974	223456	20231128	97783	12536898	69688	3564200	0	 Thiên Nhẫn	 Ma Nhẫn	17195	29885	0	535	4	0	1	0	1	460	3	0	1	0	1	0	1	0	1	100	1	0	1	29	1	219	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	hungvng	longhaig	90	90	2023-12-09 09:07:10	2024-01-18 08:54:36	3455246	1443	20231202	0	8182104	0	1820000	0	 Thúy Yên	 Đao Thúy	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	hungvnh	longhaih	90	90	2023-12-09 09:07:10	2024-01-18 08:56:39	3455369	1236	20231202	0	12222029	0	4220000	0	 Thiên Nhẫn	 Ma Nhẫn	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	hungvnz	longhaiz	90	90	2023-12-17 09:09:38	2024-01-18 08:57:11	2764053	2695	20231217	0	25864370	0	170000	0	 Minh Giáo	 Chùy Minh	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	hungvnx	longhaix	90	90	2023-12-17 09:09:34	2024-01-18 08:57:34	2764080	1322	20231217	0	22260535	0	13770000	0	 Ngũ Độc	 Chưởng Độc	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	tuanbon	PKChiến	90	90	2023-12-17 06:55:35	2024-01-18 14:40:13	2792678	2729	20231125	0	5285592	0	449600	0	 Minh Giáo	 Kiếm Minh	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	tuannam	PKVương	90	90	2023-12-17 07:03:43	2024-01-18 14:41:02	2792239	238728	20231125	106030	14313007	6391	3925140	0	 Minh Giáo	 Kiếm Minh	19900	110	0	33	1	0	1	0	1	1250	4	0	1	0	1	0	1	0	1	50	1	0	1	0	1	87	3	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	nltdcfff	TrauuCay03	90	90	2023-12-10 17:01:02	2024-01-19 09:53:14	3430332	26538	20231129	0	17554298	0	490000	0	 Thiên Nhẫn	 Ma Nhẫn	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	633	3	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	nltdcffff	TrauuCay04	90	90	2023-12-10 16:58:04	2024-01-19 10:12:30	3431666	26301	20231129	0	17783008	0	490000	0	 Thiên Nhẫn	 Ma Nhẫn	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1078	3	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	quangnt	BayLenNao	90	90	2023-12-15 17:59:31	2024-01-19 16:53:43	3020052	313141	20231125	0	8774234	45311	2148090	0	 Côn Lôn	 Kiếm Côn	10000	0	0	0	1	0	1	0	1	830	2	0	1	0	1	0	1	0	1	0	1	0	1	0	1	61	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	kaynaybaydm	GameLâu	90	90	2023-12-02 17:32:41	2024-01-19 17:21:36	4146535	69	20231128	0	0	0	0	0	Chưa	Chưa	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	hominhnhanhh	ssdsadsad	100	100	2023-12-14 15:08:22	2024-01-19 19:34:57	3126395	33249	20231130	0	1001200	0	180000	0	Chưa	Chưa	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	nltdcfffff	TrauuCay05	100	100	2023-12-10 16:57:38	2024-01-20 03:59:09	3495691	26204	20231129	0	17912948	0	490000	0	 Thiên Nhẫn	 Ma Nhẫn	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1159	3	0	1	0	1	0	1	0	1	0	1	0	1
wsjx	clonecoa	khongthaysomot	100	100	2023-12-11 15:22:16	2024-01-20 09:37:00	3435284	4139	20231205	0	13548969	0	178000	0	 Thiên Nhẫn	 Ma Nhẫn	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	2045	3	0	1	0	1	0	1	0	1	0	1	0	1
